#Organism/Name,Strain,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Helicobacter pylori","26695-1MET",SAMN03268365,PRJNA270699,"Proteobacteria","delta/epsilon subdivisions",GCA_000827025.1,1.6673,38.9,chromosome:NZ_CP010436.1/CP010436.1,-,1,1641,1503,2015/01/21,2019/08/27,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/827/025/GCF_000827025.1_ASM82702v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/025/GCA_000827025.1_ASM82702v1
"Helicobacter pylori 26695-1CH","26695-1CH",SAMD00061017,PRJDB1449,"Proteobacteria","delta/epsilon subdivisions",GCA_000829135.1,1.6673,38.9,chromosome:NZ_AP013355.1/AP013355.1,-,1,1642,1504,2013/10/01,2019/08/27,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/135/GCF_000829135.1_ASM82913v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/829/135/GCA_000829135.1_ASM82913v1
"Helicobacter pylori 26695-1CL","26695-1CL",SAMD00061016,PRJDB1448,"Proteobacteria","delta/epsilon subdivisions",GCA_000829115.1,1.66724,38.9,chromosome:NZ_AP013356.1/AP013356.1,-,1,1640,1502,2013/10/01,2019/08/27,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/115/GCF_000829115.1_ASM82911v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/829/115/GCA_000829115.1_ASM82911v1
"Helicobacter pylori","29CaP",SAMN03144734,PRJNA264984,"Proteobacteria","delta/epsilon subdivisions",GCA_001433495.1,1.66716,38.8,chromosome:NZ_CP012907.1/CP012907.1,-,1,1657,1445,2015/11/05,2019/10/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/433/495/GCF_001433495.1_ASM143349v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/433/495/GCA_001433495.1_ASM143349v1
"Helicobacter pylori","26695-dRdM1dM2",SAMN08388636,PRJNA431311,"Proteobacteria","delta/epsilon subdivisions",GCA_002906515.1,1.66688,38.9,chromosome:NZ_CP026323.1/CP026323.1,-,1,1643,1472,2018/01/30,2018/02/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/906/515/GCF_002906515.1_ASM290651v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/906/515/GCA_002906515.1_ASM290651v1
"Helicobacter pylori","26695-dRdM2",SAMN08388635,PRJNA431311,"Proteobacteria","delta/epsilon subdivisions",GCA_002906555.1,1.66674,38.9,chromosome:NZ_CP026324.1/CP026324.1,-,1,1644,1506,2018/01/30,2018/02/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/906/555/GCF_002906555.1_ASM290655v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/906/555/GCA_002906555.1_ASM290655v1
"Helicobacter pylori","26695-dR",SAMN08388633,PRJNA431311,"Proteobacteria","delta/epsilon subdivisions",GCA_002906535.1,1.66647,38.9,chromosome:NZ_CP026326.1/CP026326.1,-,1,1645,1505,2018/01/30,2018/02/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/906/535/GCF_002906535.1_ASM290653v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/906/535/GCA_002906535.1_ASM290653v1
"Helicobacter pylori Shi417","Shi417",SAMN02603193,PRJNA94345,"Proteobacteria","delta/epsilon subdivisions",GCA_000277365.1,1.66572,38.8,chromosome:NC_017739.1/CP003472.1,-,1,1622,1490,2012/04/19,2017/03/23,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/277/365/GCF_000277365.1_ASM27736v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/277/365/GCA_000277365.1_ASM27736v1
"Helicobacter pylori ELS37","ELS37",SAMN02604318,PRJNA69915,"Proteobacteria","delta/epsilon subdivisions",GCA_000255955.1,1.66988,38.8905,chromosome:NC_017063.1/CP002953.1; plasmid pHPELS37:NC_017064.1/CP002954.1,-,2,1643,1485,2012/03/23,2017/03/22,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/255/955/GCF_000255955.1_ASM25595v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/255/955/GCA_000255955.1_ASM25595v1
"Helicobacter pylori","B136A",SAMN08055034,PRJNA419269,"Proteobacteria","delta/epsilon subdivisions",GCA_007844035.1,1.66352,38.9,chromosome:NZ_CP024949.1/CP024949.1,-,1,1647,1480,2019/08/05,2019/10/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/844/035/GCF_007844035.1_ASM784403v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/844/035/GCA_007844035.1_ASM784403v1
"Helicobacter pylori Shi112","Shi112",SAMN02603194,PRJNA94347,"Proteobacteria","delta/epsilon subdivisions",GCA_000277405.1,1.66346,38.8,chromosome:NC_017741.1/CP003474.1,-,1,1635,1493,2012/04/19,2017/03/23,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/277/405/GCF_000277405.1_ASM27740v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/277/405/GCA_000277405.1_ASM27740v1
"Helicobacter pylori PeCan18","PeCan18",SAMN02603196,PRJNA95275,"Proteobacteria","delta/epsilon subdivisions",GCA_000277425.1,1.66068,39,chromosome:NC_017742.1/CP003475.1,-,1,1622,1467,2012/04/19,2017/03/23,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/277/425/GCF_000277425.1_ASM27742v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/277/425/GCA_000277425.1_ASM27742v1
"Helicobacter pylori BM012S","BM012S",SAMN02376624,PRJNA229079,"Proteobacteria","delta/epsilon subdivisions",GCA_000498335.1,1.66047,38.9,chromosome:NC_022911.1/CP006889.1,-,1,1658,1490,2013/11/22,2019/08/27,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/498/335/GCF_000498335.1_ASM49833v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/498/335/GCA_000498335.1_ASM49833v1
"Helicobacter pylori BM012A","BM012A",SAMN02376623,PRJNA224090,"Proteobacteria","delta/epsilon subdivisions",GCA_000498315.1,1.66043,38.9,chromosome:NC_022886.1/CP006888.1,-,1,1657,1492,2013/11/22,2019/08/27,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/498/315/GCF_000498315.1_ASM49831v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/498/315/GCA_000498315.1_ASM49831v1
"Helicobacter pylori","CC33C",SAMN02731783,PRJNA245115,"Proteobacteria","delta/epsilon subdivisions",GCA_001653415.1,1.6599,38.9,chromosome:NZ_CP011484.1/CP011484.1,-,1,1638,1471,2016/05/27,2017/03/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/653/415/GCF_001653415.1_ASM165341v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/653/415/GCA_001653415.1_ASM165341v1
"Helicobacter pylori","24-A-EK1",SAMN10053562,PRJNA490474,"Proteobacteria","delta/epsilon subdivisions",GCA_006337875.1,1.6595,38.9,chromosome:NZ_CP032907.1/CP032907.1,-,1,1615,1477,2019/06/13,2019/10/31,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/337/875/GCF_006337875.1_ASM633787v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/337/875/GCA_006337875.1_ASM633787v1
"Helicobacter pylori","BM012B",SAMN02736818,PRJNA245316,"Proteobacteria","delta/epsilon subdivisions",GCA_000685705.1,1.65906,38.9,chromosome:NZ_CP007605.1/CP007605.1,-,1,1657,1495,2014/05/08,2019/08/27,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/685/705/GCF_000685705.1_ASM68570v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/685/705/GCA_000685705.1_ASM68570v1
"Helicobacter pylori SJM180","SJM180",SAMN02603202,PRJNA49025,"Proteobacteria","delta/epsilon subdivisions",GCA_000148855.1,1.65805,38.9,chromosome:NC_014560.1/CP002073.1,-,1,1617,1478,2010/10/01,2017/03/22,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/855/GCF_000148855.1_ASM14885v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/855/GCA_000148855.1_ASM14885v1
"Helicobacter pylori UM066","UM066",SAMN02230271,PRJNA196986,"Proteobacteria","delta/epsilon subdivisions",GCA_000392535.3,1.65805,38.6,chromosome:NC_021218.3/CP005493.3,-,1,1614,1471,2013/05/14,2017/03/24,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/392/535/GCF_000392535.3_ASM39253v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/392/535/GCA_000392535.3_ASM39253v3
"Helicobacter pylori SouthAfrica7","SouthAfrica7",SAMN02603025,PRJNA53319,"Proteobacteria","delta/epsilon subdivisions",GCA_000185245.1,1.67983,38.4259,chromosome:NC_017361.1/CP002336.1; plasmid unnamed:NC_017373.1/CP002337.1,-,2,1610,1452,2011/01/06,2019/08/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/245/GCF_000185245.1_ASM18524v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/245/GCA_000185245.1_ASM18524v1
"Helicobacter pylori G27","G27",SAMN02604237,PRJNA31341,"Proteobacteria","delta/epsilon subdivisions",GCA_000021165.1,1.66301,38.8759,chromosome:NC_011333.1/CP001173.1; plasmid pHPG27:NC_011334.1/CP001174.1,-,2,1622,1475,2008/10/03,2019/08/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/165/GCF_000021165.1_ASM2116v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/165/GCA_000021165.1_ASM2116v1
"Helicobacter pylori J166","J166",SAMN02736817,PRJNA245313,"Proteobacteria","delta/epsilon subdivisions",GCA_000685625.1,1.65056,38.9,chromosome:NZ_CP007603.1/CP007603.1,-,1,1607,1466,2014/05/08,2019/08/27,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/685/625/GCF_000685625.1_ASM68562v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/685/625/GCA_000685625.1_ASM68562v1
"Helicobacter pylori","476-A2-EK2",SAMN10053800,PRJNA490474,"Proteobacteria","delta/epsilon subdivisions",GCA_006337285.1,1.64954,38.9,chromosome:NZ_CP032473.1/CP032473.1,-,1,1630,1466,2019/06/13,2019/10/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/337/285/GCF_006337285.1_ASM633728v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/337/285/GCA_006337285.1_ASM633728v1
"Helicobacter pylori","J182",SAMN08055036,PRJNA419269,"Proteobacteria","delta/epsilon subdivisions",GCA_007843715.1,1.64808,38.9,chromosome:NZ_CP024947.1/CP024947.1,-,1,1626,1498,2019/08/05,2019/10/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/843/715/GCF_007843715.1_ASM784371v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/843/715/GCA_007843715.1_ASM784371v1
"Helicobacter pylori Puno135","Puno135",SAMN02604321,PRJNA69919,"Proteobacteria","delta/epsilon subdivisions",GCA_000224555.1,1.64614,38.8,chromosome:NC_017379.1/CP002982.1,-,1,1606,1481,2011/08/26,2017/03/22,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/555/GCF_000224555.1_ASM22455v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/224/555/GCA_000224555.1_ASM22455v1
"Helicobacter pylori","B130A",SAMN08055033,PRJNA419269,"Proteobacteria","delta/epsilon subdivisions",GCA_007844055.1,1.64604,38.9,chromosome:NZ_CP024950.1/CP024950.1,-,1,1613,1440,2019/08/05,2019/10/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/844/055/GCF_007844055.1_ASM784405v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/844/055/GCA_007844055.1_ASM784405v1
"Helicobacter pylori","HP42K",SAMN10181238,PRJNA494842,"Proteobacteria","delta/epsilon subdivisions",GCA_003939085.1,1.65845,38.8796,chromosome:NZ_CP034314.1/CP034314.1; plasmid pHP42-1:NZ_CP034313.1/CP034313.1; plasmid pHP42-2:NZ_CP034312.1/CP034312.1,-,3,1605,1452,2018/12/12,2018/12/14,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/939/085/GCF_003939085.1_ASM393908v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/939/085/GCA_003939085.1_ASM393908v1
"Helicobacter pylori","FDAARGOS_300",SAMN06173313,PRJNA231221,"Proteobacteria","delta/epsilon subdivisions",GCA_002983705.1,1.64574,39.2,chromosome:NZ_CP027404.1/CP027404.1,-,1,1602,1462,2018/03/09,2019/10/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/983/705/GCF_002983705.1_ASM298370v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/983/705/GCA_002983705.1_ASM298370v1
"Helicobacter pylori","NCTC13345",SAMEA104224776,PRJEB6403,"Proteobacteria","delta/epsilon subdivisions",GCA_900638475.1,1.64431,39,chromosome 1:NZ_LR134517.1/LR134517.1,-,1,1608,1450,2018/12/19,2018/12/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/475/GCF_900638475.1_57685_G01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/638/475/GCA_900638475.1_57685_G01
"Helicobacter pylori","B125A",SAMN08055031,PRJNA419269,"Proteobacteria","delta/epsilon subdivisions",GCA_007836735.1,1.64396,38.9,chromosome:NZ_CP024952.1/CP024952.1,-,1,1609,1460,2019/08/05,2019/10/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/836/735/GCF_007836735.1_ASM783673v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/836/735/GCA_007836735.1_ASM783673v1
"Helicobacter pylori J99","J99",SAMN02602990,PRJNA234,"Proteobacteria","delta/epsilon subdivisions",GCA_000008785.1,1.64383,39.2,chromosome:NC_000921.1/AE001439.1,-,1,1601,1463,1999/01/12,2019/08/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/785/GCF_000008785.1_ASM878v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/785/GCA_000008785.1_ASM878v1
"Helicobacter pylori","26-A-EK1",SAMN10053622,PRJNA490474,"Proteobacteria","delta/epsilon subdivisions",GCA_006337745.1,1.64342,38.9,chromosome:NZ_CP032905.1/CP032905.1,-,1,1640,1467,2019/06/13,2019/10/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/337/745/GCF_006337745.1_ASM633774v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/337/745/GCA_006337745.1_ASM633774v1
"Helicobacter pylori","479-C-EK2",SAMN10053855,PRJNA490474,"Proteobacteria","delta/epsilon subdivisions",GCA_006338945.1,1.63802,38.9,chromosome:NZ_CP032898.1/CP032898.1,-,1,1600,1455,2019/06/13,2019/06/22,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/338/945/GCF_006338945.1_ASM633894v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/338/945/GCA_006338945.1_ASM633894v1
"Helicobacter pylori oki112","oki112",SAMN03081489,PRJNA215148,"Proteobacteria","delta/epsilon subdivisions",GCA_000600085.1,1.63793,38.8,chromosome:NZ_CP006821.1/CP006821.1,-,1,1606,1459,2014/03/25,2019/08/27,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/600/085/GCF_000600085.1_ASM60008v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/600/085/GCA_000600085.1_ASM60008v1
"Helicobacter pylori","479-C2-EK2",SAMN10053865,PRJNA490474,"Proteobacteria","delta/epsilon subdivisions",GCA_006338685.1,1.63778,38.9,chromosome:NZ_CP032471.1/CP032471.1,-,1,1590,1447,2019/06/13,2019/10/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/338/685/GCF_006338685.1_ASM633868v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/338/685/GCA_006338685.1_ASM633868v1
"Helicobacter pylori","H-137",SAMN08195713,PRJNA422738,"Proteobacteria","delta/epsilon subdivisions",GCA_003957395.1,1.63744,38.7,chromosome:NZ_CP025474.1/CP025474.1,-,1,1600,1440,2018/12/20,2018/12/26,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/957/395/GCF_003957395.1_ASM395739v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/957/395/GCA_003957395.1_ASM395739v1
"Helicobacter pylori","479-A2-EK4",SAMN10053852,PRJNA490474,"Proteobacteria","delta/epsilon subdivisions",GCA_006337265.1,1.63644,38.9,chromosome:NZ_CP032472.1/CP032472.1,-,1,1600,1455,2019/06/13,2019/10/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/337/265/GCF_006337265.1_ASM633726v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/337/265/GCA_006337265.1_ASM633726v1
"Helicobacter pylori Cuz20","Cuz20",SAMN02603204,PRJNA49029,"Proteobacteria","delta/epsilon subdivisions",GCA_000148895.1,1.63545,38.9,chromosome:NC_017358.1/CP002076.1,-,1,1616,1475,2010/10/01,2017/03/22,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/895/GCF_000148895.1_ASM14889v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/895/GCA_000148895.1_ASM14889v1
"Helicobacter pylori oki898","oki898",SAMN03081495,PRJNA215151,"Proteobacteria","delta/epsilon subdivisions",GCA_000600225.1,1.63488,38.8,chromosome:NZ_CP006827.1/CP006827.1,-,1,1598,1462,2014/03/25,2019/08/27,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/600/225/GCF_000600225.1_ASM60022v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/600/225/GCA_000600225.1_ASM60022v1
"Helicobacter pylori oki422","oki422",SAMN03081492,PRJNA215149,"Proteobacteria","delta/epsilon subdivisions",GCA_000600165.1,1.63485,38.8,chromosome:NZ_CP006824.1/CP006824.1,-,1,1592,1435,2014/03/25,2019/08/27,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/600/165/GCF_000600165.1_ASM60016v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/600/165/GCA_000600165.1_ASM60016v1
"Helicobacter pylori","476-A-EK5",SAMN10053793,PRJNA490474,"Proteobacteria","delta/epsilon subdivisions",GCA_006337425.1,1.6348,38.9,chromosome:NZ_CP032900.1/CP032900.1,-,1,1623,1456,2019/06/13,2019/10/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/337/425/GCF_006337425.1_ASM633742v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/337/425/GCA_006337425.1_ASM633742v1
"Helicobacter pylori XZ274","XZ274",SAMN02603962,PRJNA79003,"Proteobacteria","delta/epsilon subdivisions",GCA_000262655.1,1.65654,38.6067,chromosome:NC_017926.1/CP003419.1; plasmid pXZ274:NC_017919.1/CP003420.1,-,2,1647,1345,2012/05/14,2019/10/09,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/262/655/GCF_000262655.1_ASM26265v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/262/655/GCA_000262655.1_ASM26265v1
"Helicobacter pylori oki102","oki102",SAMN03081488,PRJNA215147,"Proteobacteria","delta/epsilon subdivisions",GCA_000600045.1,1.63321,38.8,chromosome:NZ_CP006820.1/CP006820.1,-,1,1593,1462,2014/03/25,2019/08/27,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/600/045/GCF_000600045.1_ASM60004v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/600/045/GCA_000600045.1_ASM60004v1
"Helicobacter pylori","NCTC12823",SAMEA104224786,PRJEB6403,"Proteobacteria","delta/epsilon subdivisions",GCA_900638505.1,1.63222,39,chromosome 1:NZ_LR134519.1/LR134519.1,-,1,1604,1424,2018/12/19,2018/12/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/505/GCF_900638505.1_57728_F01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/638/505/GCA_900638505.1_57728_F01
"Helicobacter pylori","B147",SAMN08055037,PRJNA419269,"Proteobacteria","delta/epsilon subdivisions",GCA_007843535.1,1.63109,38.9,chromosome:NZ_CP024946.1/CP024946.1,-,1,1596,1434,2019/08/05,2019/10/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/843/535/GCF_007843535.1_ASM784353v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/843/535/GCA_007843535.1_ASM784353v1
"Helicobacter pylori","ML1",SAMD00024431,PRJDB3430,"Proteobacteria","delta/epsilon subdivisions",GCA_001549715.1,1.62982,38.7,chromosome Unknown:NZ_AP014710.1/AP014710.1,-,1,1610,1384,2015/03/07,2019/08/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/549/715/GCF_001549715.1_ASM154971v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/715/GCA_001549715.1_ASM154971v1
"Helicobacter pylori PeCan4","PeCan4",SAMN02603203,PRJNA49027,"Proteobacteria","delta/epsilon subdivisions",GCA_000148875.1,1.63827,38.8681,chromosome:NC_014555.1/CP002074.1; plasmid pHPPC4:NC_014556.1/CP002075.1,-,2,1611,1462,2010/10/01,2017/03/22,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/875/GCF_000148875.1_ASM14887v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/875/GCA_000148875.1_ASM14887v1
"Helicobacter pylori","ML3",SAMD00024433,PRJDB3430,"Proteobacteria","delta/epsilon subdivisions",GCA_001549875.1,1.63533,38.6787,chromosome Unknown:NZ_AP014712.1/AP014712.1; plasmid ML3-PL:NZ_AP014713.1/AP014713.1,-,2,1617,1363,2015/03/07,2019/08/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/549/875/GCF_001549875.1_ASM154987v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/875/GCA_001549875.1_ASM154987v1
"Helicobacter pylori","478-A-EK1",SAMN10053819,PRJNA490474,"Proteobacteria","delta/epsilon subdivisions",GCA_006339065.1,1.62862,38.9,chromosome:NZ_CP032899.1/CP032899.1,-,1,1602,1439,2019/06/13,2019/06/22,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/339/065/GCF_006339065.1_ASM633906v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/339/065/GCA_006339065.1_ASM633906v1
"Helicobacter pylori Puno120","Puno120",SAMN02604320,PRJNA69917,"Proteobacteria","delta/epsilon subdivisions",GCA_000224535.1,1.63776,38.8758,chromosome:NC_017378.1/CP002980.1; plasmid pHPPN120:NC_017377.1/CP002981.1,-,2,1585,1444,2011/08/26,2017/03/22,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/535/GCF_000224535.1_ASM22453v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/224/535/GCA_000224535.1_ASM22453v1
"Helicobacter pylori Lithuania75","Lithuania75",SAMN02603023,PRJNA53323,"Proteobacteria","delta/epsilon subdivisions",GCA_000185225.1,1.64067,38.8492,chromosome:NC_017362.1/CP002334.1; plasmid unnamed:NC_017363.1/CP002335.1,-,2,1619,1445,2011/01/06,2017/03/22,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/225/GCF_000185225.1_ASM18522v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/225/GCA_000185225.1_ASM18522v1
"Helicobacter pylori","7C",SAMN03144736,PRJNA264984,"Proteobacteria","delta/epsilon subdivisions",GCA_001433515.1,1.63128,38.9895,chromosome:NZ_CP012905.1/CP012905.1; plasmid unnamed:NZ_CP012906.1/CP012906.1,-,2,1582,1421,2015/11/05,2019/08/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/433/515/GCF_001433515.1_ASM143351v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/433/515/GCA_001433515.1_ASM143351v1
"Helicobacter pylori SouthAfrica20","SouthAfrica20",SAMN02604293,PRJNA209860,"Proteobacteria","delta/epsilon subdivisions",GCA_000590775.1,1.6229,38.6,chromosome:NC_022130.1/CP006691.1,-,1,1568,1342,2013/08/21,2019/08/27,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/590/775/GCF_000590775.1_ASM59077v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/590/775/GCA_000590775.1_ASM59077v1
"Helicobacter pylori","13-A-EK8",SAMN10053419,PRJNA490474,"Proteobacteria","delta/epsilon subdivisions",GCA_006338545.1,1.6193,39.1,chromosome:NZ_CP032912.1/CP032912.1,-,1,1604,1435,2019/06/13,2019/10/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/338/545/GCF_006338545.1_ASM633854v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/338/545/GCA_006338545.1_ASM633854v1
"Helicobacter pylori SS1","SS1",SAMN03331743,PRJNA256258,"Proteobacteria","delta/epsilon subdivisions",GCA_002005525.1,1.62494,38.9939,chromosome:NZ_CP009259.1/CP009259.1; plasmid pHPLYSS1:NZ_CP009260.1/CP009260.1,-,2,1592,1439,2017/02/22,2019/08/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/525/GCF_002005525.1_ASM200552v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/005/525/GCA_002005525.1_ASM200552v1
