Name,Strain,PATRIC ID,NCBI Taxon ID,BioSample,BioProject,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP,Completion Date,Sequencing Centers,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,Isolation Country,Host Name
Helicobacter pylori,HE178/09,210.3032,210,SAMEA4554841,PRJEB17945,GCA_900120055.1,1.66789,39.1,chromosome I:NZ_LT635460.1/LT635460.1,-,1,1645,1481,7/7/2017,10/28/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/055/GCF_900120055.1_HE178_09,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/055/GCA_900120055.1_HE178_09,2017-07-07T00:00:00Z,Institute of Medical Microbiology and Hospital Epidemiology,,,,1,,1,1667894,,
Helicobacter pylori Rif2,Rif2,1234600.3,1234600,SAMN02603763,PRJNA175625,GCA_000307835.1,1.66789,38.9,chromosome:NC_018938.1/CP003906.1,-,1,1639,1495,10/23/2012,8/26/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/307/835/GCF_000307835.1_ASM30783v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/307/835/GCA_000307835.1_ASM30783v1,2012-10-23T00:00:00Z,RIPCM,,,1,1,,1,1667890,,
Helicobacter pylori Rif1,Rif1,1234365.3,1234365,SAMN02603762,PRJNA175544,GCA_000307815.1,1.66788,38.9,chromosome:NC_018937.1/CP003905.1,-,1,1640,1493,10/23/2012,8/26/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/307/815/GCF_000307815.1_ASM30781v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/307/815/GCA_000307815.1_ASM30781v1,2012-10-23T00:00:00Z,RIPCM,,,1,1,,1,1667883,,
Helicobacter pylori,HE134/09,210.3035,210,SAMEA4554833,PRJEB17945,GCA_900120185.1,1.66786,39.1,chromosome I:NZ_LT635476.1/LT635476.1,-,1,1643,1484,7/7/2017,10/28/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/185/GCF_900120185.1_HE134_09,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/185/GCA_900120185.1_HE134_09,2017-07-07T00:00:00Z,Institute of Medical Microbiology and Hospital Epidemiology,,,,1,,1,1667858,,
Helicobacter pylori,HE101/09,210.3037,210,SAMEA4554831,PRJEB17945,GCA_900120255.1,1.66782,39.1,chromosome I:NZ_LT635456.1/LT635456.1,-,1,1643,1478,7/7/2017,10/28/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/255/GCF_900120255.1_HE101_09,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/255/GCA_900120255.1_HE101_09,2017-07-07T00:00:00Z,Institute of Medical Microbiology and Hospital Epidemiology,,,,1,,1,1667821,,
Helicobacter pylori,HE143/09,210.3031,210,SAMEA4554837,PRJEB17945,GCA_900119995.1,1.6678,39.1,chromosome I:NZ_LT635458.1/LT635458.1,-,1,1639,1465,7/7/2017,10/28/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/119/995/GCF_900119995.1_HE143_09,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/119/995/GCA_900119995.1_HE143_09,2017-07-07T00:00:00Z,Institute of Medical Microbiology and Hospital Epidemiology,,,,1,,1,1667804,,
Helicobacter pylori,HE147/09,210.304,210,SAMEA4554838,PRJEB17945,GCA_900120335.1,1.66771,39.1,chromosome I:NZ_LT635477.1/LT635477.1,-,1,1644,1481,7/7/2017,10/28/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/335/GCF_900120335.1_HE147_09,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/335/GCA_900120335.1_HE147_09,2017-07-07T00:00:00Z,Institute of Medical Microbiology and Hospital Epidemiology,,,,1,,1,1667712,,
Helicobacter pylori 26695-1,26695-1,1391726.3,1391726,SAMN03268385,PRJNA270700,GCA_000826985.1,1.66764,38.9,chromosome:NZ_CP010435.1/CP010435.1,-,1,1642,1505,1/21/2015,8/27/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/826/985/GCF_000826985.1_ASM82698v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/826/985/GCA_000826985.1_ASM82698v1,2015-01-21T00:00:00Z,Oita University,Illumina HiSeq,680.0x,CLC NGS Cell v. April-2011,1,,1,1667638,United States,"Human, Homo sapiens"
Helicobacter pylori 26695-1,26695-1,1391726.4,1391726,SAMD00061015,PRJDB1447,GCA_000829095.1,1.66764,38.9,chromosome:NZ_AP013354.1/AP013354.1,-,1,1642,1505,10/1/2013,8/27/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/095/GCF_000829095.1_ASM82909v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/829/095/GCA_000829095.1_ASM82909v1,2013-10-02T00:00:00Z,Oita university,HiSeq2000,747X,CLC Reference assembly v. 6.0.3,1,,1,1667638,,
Helicobacter pylori,HE171/09,210.303,210,SAMEA4554840,PRJEB17945,GCA_900119955.1,1.66762,39.1,chromosome I:NZ_LT635474.1/LT635474.1,-,1,1641,1486,7/7/2017,10/28/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/119/955/GCF_900119955.1_HE171_09,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/119/955/GCA_900119955.1_HE171_09,2017-07-07T00:00:00Z,Institute of Medical Microbiology and Hospital Epidemiology,,,,1,,1,1667625,,
Helicobacter pylori,26695-1MET,210.1381,210,SAMN03268365,PRJNA270699,GCA_000827025.1,1.6673,38.9,chromosome:NZ_CP010436.1/CP010436.1,-,1,1641,1503,1/21/2015,8/27/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/827/025/GCF_000827025.1_ASM82702v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/025/GCA_000827025.1_ASM82702v1,2015-01-21T00:00:00Z,Oita University,Illumina HiSeq,680.0x,CLC NGS Cell v. MAY-2012,1,,1,1667303,United States,"Human, Homo sapiens"
Helicobacter pylori 26695-1CH,26695-1CH,1391728.3,1391728,SAMD00061017,PRJDB1449,GCA_000829135.1,1.6673,38.9,chromosome:NZ_AP013355.1/AP013355.1,-,1,1642,1504,10/1/2013,8/27/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/135/GCF_000829135.1_ASM82913v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/829/135/GCA_000829135.1_ASM82913v1,2013-10-02T00:00:00Z,Oita university,HiSeq2000,747X,CLC Reference assembly v. 6.0.3,1,,1,1667302,,
Helicobacter pylori 26695-1CL,26695-1CL,1391727.3,1391727,SAMD00061016,PRJDB1448,GCA_000829115.1,1.66724,38.9,chromosome:NZ_AP013356.1/AP013356.1,-,1,1640,1502,10/1/2013,8/27/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/115/GCF_000829115.1_ASM82911v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/829/115/GCA_000829115.1_ASM82911v1,2013-10-02T00:00:00Z,Oita university,HiSeq2000,747X,CLC Reference assembly v. 6.0.3,1,,1,1667239,,
Helicobacter pylori,29CaP,210.1969,210,SAMN03144734,PRJNA264984,GCA_001433495.1,1.66716,38.8,chromosome:NZ_CP012907.1/CP012907.1,-,1,1657,1445,11/5/2015,10/8/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/433/495/GCF_001433495.1_ASM143349v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/433/495/GCA_001433495.1_ASM143349v1,2015-11-05T00:00:00Z,Universidad Nacional Autonoma de Mexico,454; PcBioHQ; Solexa; Solid,135.74x,MIRA v. 3.4; SMRT v. 2.3,1,,1,1667159,Mexico,"Human, Homo sapiens"
Helicobacter pylori,26695-dRdM1dM2,210.4122,210,SAMN08388636,PRJNA431311,GCA_002906515.1,1.66688,38.9,chromosome:NZ_CP026323.1/CP026323.1,-,1,1643,1472,1/30/2018,2/1/2018,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/906/515/GCF_002906515.1_ASM290651v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/906/515/GCA_002906515.1_ASM290651v1,2018-01-30T00:00:00Z,"New England Biolabs, Inc.",PacBio,422x,RS_HGAP_Assembly v. 3,1,,1,1666879,,"Human, Homo sapiens"
Helicobacter pylori,26695-dRdM2,210.4124,210,SAMN08388635,PRJNA431311,GCA_002906555.1,1.66674,38.9,chromosome:NZ_CP026324.1/CP026324.1,-,1,1644,1506,1/30/2018,2/1/2018,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/906/555/GCF_002906555.1_ASM290655v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/906/555/GCA_002906555.1_ASM290655v1,2018-01-30T00:00:00Z,"New England Biolabs, Inc.",PacBio,513x,RS_HGAP_Assembly v. 3,1,,1,1666735,,"Human, Homo sapiens"
Helicobacter pylori,26695-dR,210.4123,210,SAMN08388633,PRJNA431311,GCA_002906535.1,1.66647,38.9,chromosome:NZ_CP026326.1/CP026326.1,-,1,1645,1505,1/30/2018,2/1/2018,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/906/535/GCF_002906535.1_ASM290653v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/906/535/GCA_002906535.1_ASM290653v1,2018-01-30T00:00:00Z,"New England Biolabs, Inc.",PacBio,411x,RS_HGAP_Assembly v. 3,1,,1,1666471,,"Human, Homo sapiens"
Helicobacter pylori Shi417,Shi417,1163739.3,1163739,SAMN02603193,PRJNA94345,GCA_000277365.1,1.66572,38.8,chromosome:NC_017739.1/CP003472.1,-,1,1622,1490,4/19/2012,3/23/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/277/365/GCF_000277365.1_ASM27736v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/277/365/GCA_000277365.1_ASM27736v1,2012-04-19T00:00:00Z,"Dept. Molec. Microbiology, Washington University Medical School in Saint Louis",,,,1,,1,1665719,Peru,"Human, Homo sapiens"
Helicobacter pylori ELS37,ELS37,1055527.11,1055527,SAMN02604318,PRJNA69915,GCA_000255955.1,1.66988,38.8905,chromosome:NC_017063.1/CP002953.1; plasmid pHPELS37:NC_017064.1/CP002954.1,-,2,1643,1485,3/23/2012,3/22/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/255/955/GCF_000255955.1_ASM25595v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/255/955/GCA_000255955.1_ASM25595v1,2016-07-26T00:00:00Z,Washington University Med. School,,,,,1,1,5289,El Salvador,"Human, Homo sapiens"
Helicobacter pylori ELS37,ELS37,1055527.3,1055527,SAMN02604318,PRJNA69915,GCA_000255955.1,1.66988,38.8905,chromosome:NC_017063.1/CP002953.1; plasmid pHPELS37:NC_017064.1/CP002954.1,-,2,1643,1485,3/23/2012,3/22/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/255/955/GCF_000255955.1_ASM25595v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/255/955/GCA_000255955.1_ASM25595v1,2012-03-23T00:00:00Z,Washington University Med. School,,,,1,1,2,1669876,,"Human, Homo sapiens"
Helicobacter pylori,B136A,210.6107,210,SAMN08055034,PRJNA419269,GCA_007844035.1,1.66352,38.9,chromosome:NZ_CP024949.1/CP024949.1,-,1,1647,1480,8/5/2019,10/19/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/844/035/GCF_007844035.1_ASM784403v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/844/035/GCA_007844035.1_ASM784403v1,2019-08-05T00:00:00Z,Yonsei University,PacBio,511.21x,PacBio SMRT Analysis v. v2.3.0,1,,1,1663520,,
Helicobacter pylori Shi112,Shi112,1163740.3,1163740,SAMN02603194,PRJNA94347,GCA_000277405.1,1.66346,38.8,chromosome:NC_017741.1/CP003474.1,-,1,1635,1493,4/19/2012,3/23/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/277/405/GCF_000277405.1_ASM27740v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/277/405/GCA_000277405.1_ASM27740v1,2012-04-19T00:00:00Z,"Dept. Molec. Microbiology, Washington University Medical School in Saint Louis",,,,1,,1,1663456,Peru,"Human, Homo sapiens"
Helicobacter pylori PeCan18,PeCan18,1163742.3,1163742,SAMN02603196,PRJNA95275,GCA_000277425.1,1.66068,39,chromosome:NC_017742.1/CP003475.1,-,1,1622,1467,4/19/2012,3/23/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/277/425/GCF_000277425.1_ASM27742v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/277/425/GCA_000277425.1_ASM27742v1,2012-04-19T00:00:00Z,"Dept. Molec. Microbiology, Washington University Medical School in Saint Louis",,,,1,,1,1660685,Peru,"Human, Homo sapiens"
Helicobacter pylori BM012S,BM012S,1407463.3,1407463,SAMN02376624,PRJNA229079,GCA_000498335.1,1.66047,38.9,chromosome:NC_022911.1/CP006889.1,-,1,1658,1490,11/22/2013,8/27/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/498/335/GCF_000498335.1_ASM49833v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/498/335/GCA_000498335.1_ASM49833v1,2013-11-22T00:00:00Z,Pennsylvania State University,454 Roche FLX Titanium,136x,Newbler v. 2.8,1,,1,1660469,Australia,"Human, Homo sapiens"
Helicobacter pylori BM012A,BM012A,1407462.3,1407462,SAMN02376623,PRJNA224090,GCA_000498315.1,1.66043,38.9,chromosome:NC_022886.1/CP006888.1,-,1,1657,1492,11/22/2013,8/27/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/498/315/GCF_000498315.1_ASM49831v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/498/315/GCA_000498315.1_ASM49831v1,2013-11-22T00:00:00Z,Pennsylvania State University,454 Roche FLX Titanium,83x,Newbler v. 2.6,1,,1,1660425,Australia,"Human, Homo sapiens"
Helicobacter pylori,24-A-EK1,210.592,210,SAMN10053562,PRJNA490474,GCA_006337875.1,1.6595,38.9,chromosome:NZ_CP032907.1/CP032907.1,-,1,1615,1477,6/13/2019,10/31/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/337/875/GCF_006337875.1_ASM633787v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/337/875/GCA_006337875.1_ASM633787v1,2019-06-13T00:00:00Z,Max von Pettenkofer-Institut,PacBio RSII,300x,HGAP v. 3,1,,1,1659500,Germany,Homo sapiens
Helicobacter pylori SJM180,SJM180,765962.4,765962,SAMN02603202,PRJNA49025,GCA_000148855.1,1.65805,38.9,chromosome:NC_014560.1/CP002073.1,-,1,1617,1478,10/1/2010,3/22/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/855/GCF_000148855.1_ASM14885v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/855/GCA_000148855.1_ASM14885v1,2010-10-01T00:00:00Z,Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine,,,,1,,1,1658051,Peru,
Helicobacter pylori UM066,UM066,1321940.5,1321940,SAMN02230271,PRJNA196986,GCA_000392535.3,1.65805,38.6,chromosome:NC_021218.3/CP005493.3,-,1,1614,1471,5/14/2013,3/24/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/392/535/GCF_000392535.3_ASM39253v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/392/535/GCA_000392535.3_ASM39253v3,2013-05-14T00:00:00Z,University of Malaya,Pacific Biosciences,20X,SMRT de novo v. CLR,1,,1,1658730,Malaysia,"Human, Homo sapiens"
Helicobacter pylori SouthAfrica7,SouthAfrica7,907239.3,907239,SAMN02603025,PRJNA53319,GCA_000185245.1,1.67983,38.4259,chromosome:NC_017361.1/CP002336.1; plasmid unnamed:NC_017373.1/CP002337.1,-,2,1610,1452,1/6/2011,8/25/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/245/GCF_000185245.1_ASM18524v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/245/GCA_000185245.1_ASM18524v1,2011-01-06T00:00:00Z,Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine,,,,1,1,2,1679829,,
Helicobacter pylori SouthAfrica7,SouthAfrica7,907239.6,907239,SAMN02603025,PRJNA53319,GCA_000185245.1,1.67983,38.4259,chromosome:NC_017361.1/CP002336.1; plasmid unnamed:NC_017373.1/CP002337.1,-,2,1610,1452,1/6/2011,8/25/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/245/GCF_000185245.1_ASM18524v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/245/GCA_000185245.1_ASM18524v1,2016-07-25T00:00:00Z,"Berg lab, Washington University Medical Shool",,,,,1,1,25916,,
Helicobacter pylori G27,G27,563041.16,563041,SAMN02604237,PRJNA31341,GCA_000021165.1,1.66301,38.8759,chromosome:NC_011333.1/CP001173.1; plasmid pHPG27:NC_011334.1/CP001174.1,-,2,1622,1475,10/3/2008,8/25/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/165/GCF_000021165.1_ASM2116v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/165/GCA_000021165.1_ASM2116v1,2016-07-26T00:00:00Z,University of Oregon,,,,,1,1,10031,,
Helicobacter pylori G27,G27,563041.6,563041,SAMN02604237,PRJNA31341,GCA_000021165.1,1.66301,38.8759,chromosome:NC_011333.1/CP001173.1; plasmid pHPG27:NC_011334.1/CP001174.1,-,2,1622,1475,10/3/2008,8/25/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/165/GCF_000021165.1_ASM2116v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/165/GCA_000021165.1_ASM2116v1,2008-10-03T00:00:00Z,University of Oregon|Washington University in St. Louis,,,,1,1,2,1663013,,
Helicobacter pylori J166,J166,102611.3,102611,SAMN02736817,PRJNA245313,GCA_000685625.1,1.65056,38.9,chromosome:NZ_CP007603.1/CP007603.1,-,1,1607,1466,5/8/2014,8/27/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/685/625/GCF_000685625.1_ASM68562v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/685/625/GCA_000685625.1_ASM68562v1,2014-05-08T00:00:00Z,Penn State University,Sanger dideoxy sequencing; 454; Illumina,,Newbler v. May-2009,1,,1,1650561,,"Human, Homo sapiens"
Helicobacter pylori,476-A2-EK2,210.5907,210,SAMN10053800,PRJNA490474,GCA_006337285.1,1.64954,38.9,chromosome:NZ_CP032473.1/CP032473.1,-,1,1630,1466,6/13/2019,10/19/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/337/285/GCF_006337285.1_ASM633728v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/337/285/GCA_006337285.1_ASM633728v1,2019-06-13T00:00:00Z,Max von Pettenkofer-Institut,PacBio RSII,300x,HGAP v. 3,1,,1,1649543,Germany,Homo sapiens
Helicobacter pylori,J182,210.6105,210,SAMN08055036,PRJNA419269,GCA_007843715.1,1.64808,38.9,chromosome:NZ_CP024947.1/CP024947.1,-,1,1626,1498,8/5/2019,10/19/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/843/715/GCF_007843715.1_ASM784371v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/843/715/GCA_007843715.1_ASM784371v1,2019-08-05T00:00:00Z,Yonsei University,PacBio,464.63x,PacBio SMRT Analysis v. v2.3.0,1,,1,1648077,,
Helicobacter pylori Puno135,Puno135,1055529.4,1055529,SAMN02604321,PRJNA69919,GCA_000224555.1,1.64614,38.8,chromosome:NC_017379.1/CP002982.1,-,1,1606,1481,8/26/2011,3/22/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/555/GCF_000224555.1_ASM22455v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/224/555/GCA_000224555.1_ASM22455v1,2011-08-26T00:00:00Z,Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine,,,,1,,1,1646139,,
Helicobacter pylori,B130A,210.6108,210,SAMN08055033,PRJNA419269,GCA_007844055.1,1.64604,38.9,chromosome:NZ_CP024950.1/CP024950.1,-,1,1613,1440,8/5/2019,10/19/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/844/055/GCF_007844055.1_ASM784405v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/844/055/GCA_007844055.1_ASM784405v1,2019-08-05T00:00:00Z,Yonsei University,PacBio,507.48x,PacBio SMRT Analysis v. v2.3.0,1,,1,1646042,,
Helicobacter pylori,HP42K,210.5255,210,SAMN10181238,PRJNA494842,GCA_003939085.1,1.65845,38.8796,chromosome:NZ_CP034314.1/CP034314.1; plasmid pHP42-1:NZ_CP034313.1/CP034313.1; plasmid pHP42-2:NZ_CP034312.1/CP034312.1,-,3,1605,1452,12/12/2018,12/14/2018,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/939/085/GCF_003939085.1_ASM393908v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/939/085/GCA_003939085.1_ASM393908v1,2018-12-12T00:00:00Z,Gomel state medical universitate,IonTorrent,40.0x,SPAdes v. 3.13,1,2,3,1658454,Belarus,"Human, Homo sapiens"
Helicobacter pylori,FDAARGOS_300,210.415,210,SAMN06173313,PRJNA231221,GCA_002983705.1,1.64574,39.2,chromosome:NZ_CP027404.1/CP027404.1,-,1,1602,1462,3/9/2018,10/19/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/983/705/GCF_002983705.1_ASM298370v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/983/705/GCA_002983705.1_ASM298370v1,2018-03-09T00:00:00Z,US Food and Drug Administration,PacBio; Illumina,16.4410831120036x,"SMRT v. 2.3.0, HGAP v. 3.0",1,,1,1645738,United States,"Human, Homo sapiens"
Helicobacter pylori,NCTC13345,210.5391,210,SAMEA104224776,PRJEB6403,GCA_900638475.1,1.64431,39,chromosome 1:NZ_LR134517.1/LR134517.1,-,1,1608,1450,12/19/2018,12/28/2018,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/475/GCF_900638475.1_57685_G01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/638/475/GCA_900638475.1_57685_G01,2018-12-19T00:00:00Z,SC,,,,1,,1,1644315,Nigeria,
Helicobacter pylori,B125A,210.6102,210,SAMN08055031,PRJNA419269,GCA_007836735.1,1.64396,38.9,chromosome:NZ_CP024952.1/CP024952.1,-,1,1609,1460,8/5/2019,10/19/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/836/735/GCF_007836735.1_ASM783673v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/836/735/GCA_007836735.1_ASM783673v1,2019-08-05T00:00:00Z,Yonsei University,PacBio,582.73x,PacBio SMRT Analysis v. v2.3.0,1,,1,1643956,,
Helicobacter pylori J99,J99,85963.7,85963,SAMN02602990,PRJNA234,GCA_000008785.1,1.64383,39.2,chromosome:NC_000921.1/AE001439.1,-,1,1601,1463,1/12/1999,8/25/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/785/GCF_000008785.1_ASM878v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/785/GCA_000008785.1_ASM878v1,1999-01-29T00:00:00Z,ASTRA,,,,1,,1,1643831,United States,"Human, Homo sapiens"
Helicobacter pylori,26-A-EK1,210.5919,210,SAMN10053622,PRJNA490474,GCA_006337745.1,1.64342,38.9,chromosome:NZ_CP032905.1/CP032905.1,-,1,1640,1467,6/13/2019,10/19/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/337/745/GCF_006337745.1_ASM633774v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/337/745/GCA_006337745.1_ASM633774v1,2019-06-13T00:00:00Z,Max von Pettenkofer-Institut,PacBio RSII,300x,HGAP v. 3,1,,1,1643421,Germany,Homo sapiens
Helicobacter pylori,479-C-EK2,210.5928,210,SAMN10053855,PRJNA490474,GCA_006338945.1,1.63802,38.9,chromosome:NZ_CP032898.1/CP032898.1,-,1,1600,1455,6/13/2019,6/22/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/338/945/GCF_006338945.1_ASM633894v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/338/945/GCA_006338945.1_ASM633894v1,2019-06-13T00:00:00Z,Max von Pettenkofer-Institut,PacBio RSII,300x,HGAP v. 3,1,,1,1638022,Germany,Homo sapiens
Helicobacter pylori oki112,oki112,1382921.3,1382921,SAMN03081489,PRJNA215148,GCA_000600085.1,1.63793,38.8,chromosome:NZ_CP006821.1/CP006821.1,-,1,1606,1459,3/25/2014,8/27/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/600/085/GCF_000600085.1_ASM60008v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/600/085/GCA_000600085.1_ASM60008v1,2014-03-25T00:00:00Z,Okinawa Institute of Advanced Sciences,PacBio,328x,HGAP v. 2.0,1,,1,1637925,Japan,"Human, Homo sapiens"
Helicobacter pylori,479-C2-EK2,210.5926,210,SAMN10053865,PRJNA490474,GCA_006338685.1,1.63778,38.9,chromosome:NZ_CP032471.1/CP032471.1,-,1,1590,1447,6/13/2019,10/19/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/338/685/GCF_006338685.1_ASM633868v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/338/685/GCA_006338685.1_ASM633868v1,2019-06-13T00:00:00Z,Max von Pettenkofer-Institut,PacBio RSII,300x,HGAP v. 3,1,,1,1637783,Germany,Homo sapiens
