"Name","NCBI Genome","NCBI Taxonomy","PATRIC","KEGG","BioCYC","RAST Annotation","VFDB","RefSeq FTP","GenBank FTP","BioSample","BioProject","Assembly","Size (Mb)","GC%","Replicons","WGS","Scaffolds","Genes","Proteins","Release Date","Modify Date","Level","Completion Date","Sequencing Centers","Sequencing Platform","Sequencing Depth","Assembly Method","Chromosomes","Plasmids","Contigs","Genome Length","Isolation Country","Host Name"
"Helicobacter pylori 7.13_D1b","364214","210","210.4132","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/952/355/GCF_002952355.1_ASM295235v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/952/355/GCA_002952355.1_ASM295235v1","SAMN06216080","PRJNA362878","GCA_002952355.1","1.67408","38.8","chromosome:NZ_CP024016.1/CP024016.1","-","1","1636","1451/364214","2/26/2018","10/18/2019","Complete Genome","2018-02-26T00:00:00Z","Vanderbilt University Medical Center","Illumina MiSeq","108x","VGAS v. 1","1","","1","1674080","United States","gerbil"
"Helicobacter pylori 7.13_D1c","364215","210","210.4133","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/952/375/GCF_002952375.1_ASM295237v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/952/375/GCA_002952375.1_ASM295237v1","SAMN06216081","PRJNA362878","GCA_002952375.1","1.67416","38.8","chromosome:NZ_CP024017.1/CP024017.1","-","1","1641","1436/364215","2/26/2018","8/29/2019","Complete Genome","2018-02-26T00:00:00Z","Vanderbilt University Medical Center","Illumina MiSeq","82x","VGAS v. 1","1","","1","1674163","United States","gerbil"
"Helicobacter pylori 7.13_D3a","364216","210","210.4137","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/952/455/GCF_002952455.1_ASM295245v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/952/455/GCA_002952455.1_ASM295245v1","SAMN06216085","PRJNA362878","GCA_002952455.1","1.67402","38.8","chromosome:NZ_CP024021.1/CP024021.1","-","1","1635","1485/364216","2/26/2018","10/19/2019","Complete Genome","2018-02-26T00:00:00Z","Vanderbilt University Medical Center","Illumina MiSeq","145x","VGAS v. 1","1","","1","1674015","United States","gerbil"
"Helicobacter pylori 7.13_D3b","364217","210","210.4138","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/952/475/GCF_002952475.1_ASM295247v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/952/475/GCA_002952475.1_ASM295247v1","SAMN06216086","PRJNA362878","GCA_002952475.1","1.67401","38.8","chromosome:NZ_CP024022.1/CP024022.1","-","1","1635","1485/364217","2/26/2018","10/19/2019","Complete Genome","2018-02-26T00:00:00Z","Vanderbilt University Medical Center","Illumina MiSeq","87x","VGAS v. 1","1","","1","1674013","United States","gerbil"
"Helicobacter pylori 7.13_D3c","364218","210","210.4139","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/952/495/GCF_002952495.1_ASM295249v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/952/495/GCA_002952495.1_ASM295249v1","SAMN06216087","PRJNA362878","GCA_002952495.1","1.67401","38.8","chromosome:NZ_CP024023.1/CP024023.1","-","1","1635","1485/364218","2/26/2018","10/19/2019","Complete Genome","2018-02-26T00:00:00Z","Vanderbilt University Medical Center","Illumina MiSeq","116x","VGAS v. 1","1","","1","1674013","United States","gerbil"
"Helicobacter pylori 7.13_R1a","364778","210","210.4148","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/952/675/GCF_002952675.1_ASM295267v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/952/675/GCA_002952675.1_ASM295267v1","SAMN06216070","PRJNA362878","GCA_002952675.1","1.67402","38.8","chromosome:NZ_CP024071.1/CP024071.1","-","1","1638","1487/364778","2/26/2018","10/19/2019","Complete Genome","2018-02-26T00:00:00Z","Vanderbilt University Medical Center","Illumina MiSeq","121x","VGAS v. 1","1","","1","1674018","United States","gerbil"
"Helicobacter pylori 7.13_R1b","364777","210","210.4147","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/952/655/GCF_002952655.1_ASM295265v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/952/655/GCA_002952655.1_ASM295265v1","SAMN06216071","PRJNA362878","GCA_002952655.1","1.67401","38.8","chromosome:NZ_CP024072.1/CP024072.1","-","1","1636","1485/364777","2/26/2018","10/19/2019","Complete Genome","2018-02-26T00:00:00Z","Vanderbilt University Medical Center","Illumina MiSeq","104x","VGAS v. 1","1","","1","1674010","United States","gerbil"
"Helicobacter pylori 7.13_R1c","364774","210","210.4144","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/952/595/GCF_002952595.1_ASM295259v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/952/595/GCA_002952595.1_ASM295259v1","SAMN06216072","PRJNA362878","GCA_002952595.1","1.67401","38.8","chromosome:NZ_CP024073.1/CP024073.1","-","1","1636","1485/364774","2/26/2018","10/19/2019","Complete Genome","2018-02-26T00:00:00Z","Vanderbilt University Medical Center","Illumina MiSeq","83x","VGAS v. 1","1","","1","1674009","United States","gerbil"
"Helicobacter pylori 7.13_R2a","364222","210","210.4143","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/952/575/GCF_002952575.1_ASM295257v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/952/575/GCA_002952575.1_ASM295257v1","SAMN06216073","PRJNA362878","GCA_002952575.1","1.67395","38.8","chromosome:NZ_CP024074.1/CP024074.1","-","1","1637","1484/364222","2/26/2018","10/19/2019","Complete Genome","2018-02-26T00:00:00Z","Vanderbilt University Medical Center","Illumina MiSeq","132x","VGAS v. 1","1","","1","1673951","United States","gerbil"
"Helicobacter pylori 7.13_R2b","364776","210","210.4146","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/952/635/GCF_002952635.1_ASM295263v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/952/635/GCA_002952635.1_ASM295263v1","SAMN06216074","PRJNA362878","GCA_002952635.1","1.67403","38.8","chromosome:NZ_CP024075.1/CP024075.1","-","1","1636","1486/364776","2/26/2018","10/19/2019","Complete Genome","2018-02-26T00:00:00Z","Vanderbilt University Medical Center","Illumina MiSeq","125x","VGAS v. 1","1","","1","1674026","United States","gerbil"
"Helicobacter pylori 7.13_R2c","364221","210","210.4142","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/952/555/GCF_002952555.1_ASM295255v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/952/555/GCA_002952555.1_ASM295255v1","SAMN06216075","PRJNA362878","GCA_002952555.1","1.67401","38.8","chromosome:NZ_CP024076.1/CP024076.1","-","1","1635","1485/364221","2/26/2018","10/19/2019","Complete Genome","2018-02-26T00:00:00Z","Vanderbilt University Medical Center","Illumina MiSeq","100x","VGAS v. 1","1","","1","1674009","United States","gerbil"
"Helicobacter pylori 7.13_R3a","364775","210","210.4145","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/952/615/GCF_002952615.1_ASM295261v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/952/615/GCA_002952615.1_ASM295261v1","SAMN06216076","PRJNA362878","GCA_002952615.1","1.67402","38.8","chromosome:NZ_CP024077.1/CP024077.1","-","1","1636","1486/364775","2/26/2018","10/19/2019","Complete Genome","2018-02-26T00:00:00Z","Vanderbilt University Medical Center","Illumina MiSeq","130x","VGAS v. 1","1","","1","1674020","United States","gerbil"
"Helicobacter pylori 7.13_R3b","364220","210","210.4141","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/952/535/GCF_002952535.1_ASM295253v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/952/535/GCA_002952535.1_ASM295253v1","SAMN06216077","PRJNA362878","GCA_002952535.1","1.67402","38.8","chromosome:NZ_CP024078.1/CP024078.1","-","1","1637","1486/364220","2/26/2018","10/19/2019","Complete Genome","2018-02-26T00:00:00Z","Vanderbilt University Medical Center","Illumina MiSeq","77x","VGAS v. 1","1","","1","1674019","United States","gerbil"
"Helicobacter pylori 7.13_R3c","364219","210","210.4140","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/952/515/GCF_002952515.1_ASM295251v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/952/515/GCA_002952515.1_ASM295251v1","SAMN06216078","PRJNA362878","GCA_002952515.1","1.67402","38.8","chromosome:NZ_CP024079.1/CP024079.1","-","1","1636","1486/364219","2/26/2018","10/19/2019","Complete Genome","2018-02-26T00:00:00Z","Vanderbilt University Medical Center","Illumina MiSeq","133x","VGAS v. 1","1","","1","1674018","United States","gerbil"
"Helicobacter pylori 7C","256368","210","210.1970","","","256368","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/433/515/GCF_001433515.1_ASM143351v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/433/515/GCA_001433515.1_ASM143351v1","SAMN03144736","PRJNA264984","GCA_001433515.1","1.63128","38.9895","chromosome:NZ_CP012905.1/CP012905.1; plasmid unnamed:NZ_CP012906.1/CP012906.1","-","2","1582","1421/256368","11/5/2015","8/28/2019","Complete Genome","2015-11-05T00:00:00Z","Universidad Nacional Autonoma de Mexico","454; PcBioHQ; Solexa","121.29x","MIRA v. 3.4; SMRT v. 2.3","","1","2","1631276","Mexico","Human, Homo sapiens"
"Helicobacter pylori 7C","256368","210","210.3092","","","256368","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/433/515/GCF_001433515.1_ASM143351v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/433/515/GCA_001433515.1_ASM143351v1","SAMN03144736","PRJNA264984","GCA_001433515.1","1.63128","38.9895","chromosome:NZ_CP012905.1/CP012905.1; plasmid unnamed:NZ_CP012906.1/CP012906.1","-","2","1582","1421/256368","11/5/2015","8/28/2019","Complete Genome","2016-03-22T00:00:00Z","Universidad Nacional Autonoma de Mexico","454; PcBioHQ; Solexa","121.29x","MIRA v. 3.4; SMRT v. 2.3","","1","1","6835","Mexico","Human, Homo sapiens"
"Helicobacter pylori 83","163548","585538","585538.3","T01915","GCF_000213135-HMP","163548","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/135/GCF_000213135.1_ASM21313v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/213/135/GCA_000213135.1_ASM21313v1","SAMN00189522","PRJNA34609","GCA_000213135.1","1.61743","38.7","chromosome:NC_017375.1/CP002605.1","-","1","1599","1432/163548","5/11/2011","3/22/2017","Complete Genome","2011-05-11T00:00:00Z","Baylor College of Medicine","454","38.3x","Newbler v. 2.0.0-Eclipse","1","","1","1617426","","Human, Homo sapiens"
"Helicobacter pylori 908","163535","869727","869727.3","T01893","HPYL869727","163535","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/665/GCF_000148665.1_ASM14866v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/665/GCA_000148665.1_ASM14866v1","SAMN02604189","PRJNA50869","GCA_000148665.1","1.54967","39.3","chromosome:NC_017357.1/CP002184.1","-","1","1545","1356/163535","9/24/2010","8/25/2019","Complete Genome","2010-09-24T00:00:00Z","University of Hyderabad, India","","","","1","","1","1549666","",""
"Helicobacter pylori Aklavik117","163566","1055531","1055531.3","T02352","HPYL1055531","163566","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/315/955/GCF_000315955.1_ASM31595v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/315/955/GCA_000315955.1_ASM31595v1","SAMN02604323","PRJNA69923","GCA_000315955.1","1.63613","38.7292","chromosome:NC_019560.1/CP003483.1; plasmid p1HPAKL117:NC_019561.1/CP003484.1; plasmid p2HPAKL117:NC_019562.1/CP003485.1","-","3","1587","1454/163566","11/26/2012","8/26/2019","Complete Genome","2012-11-26T00:00:00Z","Washington University Medical School","","","1","1","2","3","1636125","Canada","Human, Homo sapiens"
"Helicobacter pylori Aklavik117","163566","1055531","1055531.5","T02352","HPYL1055531","163566","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/315/955/GCF_000315955.1_ASM31595v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/315/955/GCA_000315955.1_ASM31595v1","SAMN02604323","PRJNA69923","GCA_000315955.1","1.63613","38.7292","chromosome:NC_019560.1/CP003483.1; plasmid p1HPAKL117:NC_019561.1/CP003484.1; plasmid p2HPAKL117:NC_019562.1/CP003485.1","-","3","1587","1454/163566","11/26/2012","8/26/2019","Complete Genome","2016-07-26T00:00:00Z","Washington University Medical School","","","","","1","1","18787","Canada","Human, Homo sapiens"
"Helicobacter pylori Aklavik117","163566","1055531","1055531.6","T02352","HPYL1055531","163566","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/315/955/GCF_000315955.1_ASM31595v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/315/955/GCA_000315955.1_ASM31595v1","SAMN02604323","PRJNA69923","GCA_000315955.1","1.63613","38.7292","chromosome:NC_019560.1/CP003483.1; plasmid p1HPAKL117:NC_019561.1/CP003484.1; plasmid p2HPAKL117:NC_019562.1/CP003485.1","-","3","1587","1454/163566","11/26/2012","8/26/2019","Complete Genome","2016-07-26T00:00:00Z","Washington University Medical School","","","","","1","1","2891","Canada","Human, Homo sapiens"
"Helicobacter pylori Aklavik86","163567","1055532","1055532.3","T02353","HPYL1055532","163567","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/875/GCF_000317875.1_ASM31787v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/875/GCA_000317875.1_ASM31787v1","SAMN02604324","PRJNA69925","GCA_000317875.1","1.50793","39.253","chromosome:NC_019563.1/CP003476.1; plasmid p1HPAKL86:NC_019564.1/CP003477.1; plasmid p2HPAKL86:NC_019565.1/CP003478.1","-","3","1468","1365/163567","11/26/2012","8/26/2019","Complete Genome","2012-11-26T00:00:00Z","Washington University Medical School","","","1","1","2","3","1507930","Canada","Human, Homo sapiens"
"Helicobacter pylori Aklavik86","163567","1055532","1055532.5","T02353","HPYL1055532","163567","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/875/GCF_000317875.1_ASM31787v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/875/GCA_000317875.1_ASM31787v1","SAMN02604324","PRJNA69925","GCA_000317875.1","1.50793","39.253","chromosome:NC_019563.1/CP003476.1; plasmid p1HPAKL86:NC_019564.1/CP003477.1; plasmid p2HPAKL86:NC_019565.1/CP003478.1","-","3","1468","1365/163567","11/26/2012","8/26/2019","Complete Genome","2016-07-26T00:00:00Z","Washington University Medical School","","","","","1","1","12113","Canada","Human, Homo sapiens"
"Helicobacter pylori Aklavik86","163567","1055532","1055532.6","T02353","HPYL1055532","163567","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/875/GCF_000317875.1_ASM31787v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/875/GCA_000317875.1_ASM31787v1","SAMN02604324","PRJNA69925","GCA_000317875.1","1.50793","39.253","chromosome:NC_019563.1/CP003476.1; plasmid p1HPAKL86:NC_019564.1/CP003477.1; plasmid p2HPAKL86:NC_019565.1/CP003478.1","-","3","1468","1365/163567","11/26/2012","8/26/2019","Complete Genome","2016-07-26T00:00:00Z","Washington University Medical School","","","","","1","1","1634","Canada","Human, Homo sapiens"
"Helicobacter pylori ATCC 43504","454106","210","210.5630","","","454106","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/295/525/GCF_004295525.1_HPATCC43504_01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/295/525/GCA_004295525.1_HPATCC43504_01","SAMD00051589","PRJDB4522","GCA_004295525.1","1.68083","38.8","chromosome:NZ_AP017632.1/AP017632.1","-","1","1677","1489/454106","1/17/2019","8/8/2019","Complete Genome","2019-01-17T00:00:00Z","Microbiology, Graduate School of Medical Sciences, Kyushu University","454 GS FLX; ABI 3730; illumina","30x","Newbler v. 2.6","1","","1","1680829","",""
"Helicobacter pylori B125A","650021","210","210.6102","","","650021","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/836/735/GCF_007836735.1_ASM783673v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/836/735/GCA_007836735.1_ASM783673v1","SAMN08055031","PRJNA419269","GCA_007836735.1","1.64396","38.9","chromosome:NZ_CP024952.1/CP024952.1","-","1","1609","1460/650021","8/5/2019","10/19/2019","Complete Genome","2019-08-05T00:00:00Z","Yonsei University","PacBio","582.73x","PacBio SMRT Analysis v. v2.3.0","1","","1","1643956","",""
"Helicobacter pylori B128","650028","544406","544406.7","","","650028","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/844/075/GCF_007844075.1_ASM784407v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/844/075/GCA_007844075.1_ASM784407v1","SAMN08055032","PRJNA419269","GCA_007844075.1","1.67536","38.8","chromosome:NZ_CP024951.1/CP024951.1","-","1","1642","1489/650028","8/5/2019","10/19/2019","Complete Genome","2019-08-05T00:00:00Z","Yonsei University","PacBio","531.59x","PacBio SMRT Analysis v. v2.3.0","1","","1","1675360","",""
"Helicobacter pylori B128 7.13","647425","210","210.6101","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/794/935/GCF_007794935.1_ASM779493v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/794/935/GCA_007794935.1_ASM779493v1","SAMN10083778","PRJNA491697","GCA_007794935.1","1.68159","38.7901","chromosome:NZ_CP042211.1/CP042211.1; plasmid pB128:NZ_CP042212.1/CP042212.1","-","2","1646","1484/647425","8/1/2019","8/6/2019","Complete Genome","2019-08-01T00:00:00Z","University of Birmingham","PacBio","83x","Canu v. v1.7","1","1","2","1681590","","Homo sapiens"
"Helicobacter pylori B128_1","364212","210","210.4125","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/951/975/GCF_002951975.1_ASM295197v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/951/975/GCA_002951975.1_ASM295197v1","SAMN06216064","PRJNA362878","GCA_002951975.1","1.674","38.8","chromosome:NZ_CP019700.1/CP019700.1","-","1","1636","1485/364212","2/26/2018","10/31/2019","Complete Genome","2018-02-26T00:00:00Z","Vanderbilt University Medical Center","Illumina MiSeq","18.0x","Visual Genomics Analysis Studio v.","1","","1","1674002","United States","Human, Homo sapiens"
"Helicobacter pylori B130A","650027","210","210.6108","","","650027","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/844/055/GCF_007844055.1_ASM784405v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/844/055/GCA_007844055.1_ASM784405v1","SAMN08055033","PRJNA419269","GCA_007844055.1","1.64604","38.9","chromosome:NZ_CP024950.1/CP024950.1","-","1","1613","1440/650027","8/5/2019","10/19/2019","Complete Genome","2019-08-05T00:00:00Z","Yonsei University","PacBio","507.48x","PacBio SMRT Analysis v. v2.3.0","1","","1","1646042","",""
"Helicobacter pylori B136A","650026","210","210.6107","","","650026","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/844/035/GCF_007844035.1_ASM784403v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/844/035/GCA_007844035.1_ASM784403v1","SAMN08055034","PRJNA419269","GCA_007844035.1","1.66352","38.9","chromosome:NZ_CP024949.1/CP024949.1","-","1","1647","1480/650026","8/5/2019","10/19/2019","Complete Genome","2019-08-05T00:00:00Z","Yonsei University","PacBio","511.21x","PacBio SMRT Analysis v. v2.3.0","1","","1","1663520","",""
"Helicobacter pylori B140","650025","210","210.6106","","","650025","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/843/915/GCF_007843915.1_ASM784391v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/843/915/GCA_007843915.1_ASM784391v1","SAMN08055035","PRJNA419269","GCA_007843915.1","1.72684","38.7","chromosome:NZ_CP024948.1/CP024948.1","-","1","1694","1518/650025","8/5/2019","10/19/2019","Complete Genome","2019-08-05T00:00:00Z","Yonsei University","PacBio","539.85x","PacBio SMRT Analysis v. v2.3.0","1","","1","1726836","",""
"Helicobacter pylori B147","650023","210","210.6104","","","650023","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/843/535/GCF_007843535.1_ASM784353v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/843/535/GCA_007843535.1_ASM784353v1","SAMN08055037","PRJNA419269","GCA_007843535.1","1.63109","38.9","chromosome:NZ_CP024946.1/CP024946.1","-","1","1596","1434/650023","8/5/2019","10/19/2019","Complete Genome","2019-08-05T00:00:00Z","Yonsei University","PacBio","553.46x","PacBio SMRT Analysis v. v2.3.0","1","","1","1631093","",""
"Helicobacter pylori B38","163533","592205","592205.3","T00950","HPYL592205","163533","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/345/GCF_000091345.1_ASM9134v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/091/345/GCA_000091345.1_ASM9134v1","SAMEA3138296","PRJNA39685","GCA_000091345.1","1.57676","39.2","chromosome:NC_012973.1/FM991728.1","-","1","1570","1421/163533","7/15/2009","8/25/2019","Complete Genome","2009-07-15T00:00:00Z","Institut Pasteur","","","","1","","1","1576758","",""
"Helicobacter pylori B8","163547","693745","693745.11","T01262","GCF_000196755","163547","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/755/GCF_000196755.1_ASM19675v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/755/GCA_000196755.1_ASM19675v1","SAMEA2272698","PRJEA41831","GCA_000196755.1","1.68003","38.7896","chromosome:NC_014256.1/FN598874.1; plasmid HPB8p:NC_014257.1/FN665651.1","-","2","1641","1490/163547","6/15/2010","8/26/2019","Complete Genome","2016-07-25T00:00:00Z","CeBitec, Bielefeld University","","","","","1","1","6032","",""
"Helicobacter pylori B8","163547","693745","693745.3","T01262","GCF_000196755","163547","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/755/GCF_000196755.1_ASM19675v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/755/GCA_000196755.1_ASM19675v1","SAMEA2272698","PRJEA41831","GCA_000196755.1","1.68003","38.7896","chromosome:NC_014256.1/FN598874.1; plasmid HPB8p:NC_014257.1/FN665651.1","-","2","1641","1490/163547","6/15/2010","8/26/2019","Complete Genome","2010-06-15T00:00:00Z","Bielefeld Univ","","","","1","","1","1673997","",""
"Helicobacter pylori BM012A","163575","1407462","1407462.3","T02939","HPYL1407462","163575","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/498/315/GCF_000498315.1_ASM49831v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/498/315/GCA_000498315.1_ASM49831v1","SAMN02376623","PRJNA224090","GCA_000498315.1","1.66043","38.9","chromosome:NC_022886.1/CP006888.1","-","1","1657","1492/163575","11/22/2013","8/27/2019","Complete Genome","2013-11-22T00:00:00Z","Pennsylvania State University","454 Roche FLX Titanium","83x","Newbler v. 2.6","1","","1","1660425","Australia","Human, Homo sapiens"
